ClusterIdx,Timestamp,Folder_Name
15,11.9328,control_oct
30,12.2331,control_oct
15,12.5333,control_oct
30,12.8336,control_oct
30,13.1339,control_oct
30,13.4342,control_oct
27,13.7345,control_oct
30,14.0348,control_oct
30,14.335,control_oct
30,14.6354,control_oct
27,14.9356,control_oct
30,15.2359,control_oct
30,15.5362,control_oct
28,15.8365,control_oct
30,16.1367,control_oct
30,16.4371,control_oct
27,16.7373,control_oct
27,17.0376,control_oct
24,17.3379,control_oct
30,17.6381,control_oct
24,17.9386,control_oct
30,18.2388,control_oct
27,18.5391,control_oct
30,18.8393,control_oct
14,19.1396,control_oct
4,19.4399,control_oct
45,19.7402,control_oct
18,20.0405,control_oct
6,20.3408,control_oct
6,20.6411,control_oct
6,20.9413,control_oct
27,21.5419,control_oct
18,21.8423,control_oct
42,22.1426,control_oct
42,22.4428,control_oct
1,22.7431,control_oct
3,23.0434,control_oct
3,23.3436,control_oct
3,23.649,control_oct
3,23.9443,control_oct
3,24.2445,control_oct
3,24.5449,control_oct
3,24.8452,control_oct
3,25.1454,control_oct
3,25.4458,control_oct
10,25.746,control_oct
42,26.0463,control_oct
27,26.3466,control_oct
1,26.6469,control_oct
10,26.9472,control_oct
3,27.2475,control_oct
3,27.5478,control_oct
3,27.8481,control_oct
3,28.1484,control_oct
10,28.4487,control_oct
36,28.749,control_oct
16,29.0492,control_oct
42,29.3495,control_oct
10,29.6498,control_oct
3,29.9502,control_oct
1,30.2504,control_oct
6,30.5508,control_oct
42,30.851,control_oct
10,31.1513,control_oct
3,31.4516,control_oct
3,31.7519,control_oct
3,32.0522,control_oct
2,32.3525,control_oct
2,32.6528,control_oct
1,32.9531,control_oct
27,33.2534,control_oct
42,33.5537,control_oct
10,33.854,control_oct
3,34.1542,control_oct
2,34.4545,control_oct
3,34.7549,control_oct
2,35.0552,control_oct
2,35.3554,control_oct
2,35.6557,control_oct
2,35.956,control_oct
3,36.2563,control_oct
2,36.5566,control_oct
10,36.8569,control_oct
1,37.1572,control_oct
42,37.4575,control_oct
27,37.7578,control_oct
1,38.0581,control_oct
3,38.3584,control_oct
3,38.6587,control_oct
3,38.9589,control_oct
3,39.2593,control_oct
10,39.5596,control_oct
42,39.8598,control_oct
6,40.1602,control_oct
10,40.4605,control_oct
1,40.7608,control_oct
3,41.0611,control_oct
3,41.3613,control_oct
3,41.6617,control_oct
10,41.962,control_oct
42,42.2622,control_oct
27,42.5626,control_oct
1,42.8628,control_oct
10,43.1632,control_oct
3,43.4634,control_oct
3,43.7637,control_oct
3,44.0641,control_oct
3,44.3643,control_oct
3,44.6646,control_oct
3,44.9649,control_oct
2,45.2652,control_oct
10,45.5655,control_oct
42,45.8659,control_oct
1,46.1661,control_oct
1,46.4665,control_oct
42,46.7667,control_oct
42,47.067,control_oct
42,47.3673,control_oct
10,47.6676,control_oct
42,47.9679,control_oct
6,48.2682,control_oct
42,48.5685,control_oct
6,48.8687,control_oct
6,49.1691,control_oct
28,49.4694,control_oct
6,49.7697,control_oct
6,50.07,control_oct
6,50.3703,control_oct
6,50.6706,control_oct
6,50.9709,control_oct
6,51.2712,control_oct
6,51.5715,control_oct
28,51.8718,control_oct
6,52.1721,control_oct
6,52.4724,control_oct
6,52.7727,control_oct
6,53.073,control_oct
28,53.3732,control_oct
6,53.6736,control_oct
33,53.9739,control_oct
6,54.2742,control_oct
6,54.5744,control_oct
6,54.8748,control_oct
6,55.175,control_oct
28,55.4754,control_oct
23,55.7757,control_oct
6,56.076,control_oct
42,56.3762,control_oct
10,56.6766,control_oct
2,56.9769,control_oct
10,57.2772,control_oct
42,57.5774,control_oct
42,57.8777,control_oct
1,58.178,control_oct
2,58.4783,control_oct
2,58.7787,control_oct
2,59.0789,control_oct
2,59.3792,control_oct
2,59.6795,control_oct
2,59.9798,control_oct
2,60.2852,control_oct
10,60.5804,control_oct
2,60.8808,control_oct
2,61.1811,control_oct
2,61.4813,control_oct
10,61.7817,control_oct
