ClusterIdx,Timestamp,Folder_Name
2,22.5039,control_jul
22,22.8043,control_jul
19,23.1045,control_jul
9,23.4049,control_jul
27,23.7052,control_jul
27,24.0054,control_jul
3,24.3057,control_jul
9,24.606,control_jul
33,24.9063,control_jul
27,25.2066,control_jul
3,25.5069,control_jul
11,25.8073,control_jul
3,26.1075,control_jul
9,26.4078,control_jul
26,26.7081,control_jul
26,27.0084,control_jul
28,27.3087,control_jul
28,27.609,control_jul
21,27.9093,control_jul
14,28.2096,control_jul
10,28.5099,control_jul
10,28.8102,control_jul
20,29.1105,control_jul
29,29.4108,control_jul
23,29.7111,control_jul
23,30.0114,control_jul
7,30.3117,control_jul
3,30.6121,control_jul
5,30.9124,control_jul
31,31.2126,control_jul
28,31.5129,control_jul
2,31.8132,control_jul
31,32.1136,control_jul
20,32.4139,control_jul
2,32.7142,control_jul
21,33.0144,control_jul
27,33.3148,control_jul
5,33.6151,control_jul
28,33.9154,control_jul
31,34.2157,control_jul
28,34.516,control_jul
20,34.8163,control_jul
11,35.1166,control_jul
32,35.4169,control_jul
3,35.7172,control_jul
10,36.0175,control_jul
10,36.3178,control_jul
17,36.6181,control_jul
10,36.9184,control_jul
10,37.2187,control_jul
10,37.519,control_jul
10,37.8193,control_jul
22,38.1196,control_jul
5,38.4199,control_jul
2,38.7202,control_jul
2,39.0205,control_jul
31,39.3208,control_jul
2,39.6212,control_jul
22,39.9214,control_jul
22,40.2218,control_jul
31,40.5221,control_jul
18,40.8224,control_jul
20,41.1227,control_jul
20,41.423,control_jul
31,41.7233,control_jul
11,42.0236,control_jul
10,42.3239,control_jul
10,42.6242,control_jul
27,42.9245,control_jul
32,43.2248,control_jul
27,43.5251,control_jul
32,43.8254,control_jul
10,44.1257,control_jul
3,44.426,control_jul
21,44.7263,control_jul
21,45.0267,control_jul
21,45.3269,control_jul
33,45.6272,control_jul
23,45.9276,control_jul
26,46.2279,control_jul
15,46.5282,control_jul
21,46.8285,control_jul
5,47.1289,control_jul
28,47.4291,control_jul
22,47.7294,control_jul
22,48.0297,control_jul
2,48.33,control_jul
3,48.6303,control_jul
5,48.9307,control_jul
2,49.2309,control_jul
5,49.5312,control_jul
22,49.8316,control_jul
22,50.1318,control_jul
28,50.4321,control_jul
5,50.7325,control_jul
29,51.0328,control_jul
5,51.3331,control_jul
30,51.6334,control_jul
30,51.9337,control_jul
30,52.234,control_jul
22,52.5343,control_jul
22,52.8346,control_jul
22,53.1349,control_jul
3,53.4352,control_jul
3,53.7356,control_jul
3,54.0359,control_jul
26,54.3362,control_jul
21,54.6365,control_jul
33,54.9368,control_jul
27,55.2371,control_jul
27,55.5374,control_jul
9,55.8377,control_jul
9,56.138,control_jul
14,56.4383,control_jul
21,56.7386,control_jul
26,57.039,control_jul
29,57.3393,control_jul
31,57.6396,control_jul
20,57.9399,control_jul
20,58.2402,control_jul
31,58.5405,control_jul
2,58.8408,control_jul
27,59.1412,control_jul
27,59.4414,control_jul
10,59.7418,control_jul
3,60.042,control_jul
27,60.3424,control_jul
20,60.6427,control_jul
20,60.943,control_jul
20,61.2433,control_jul
10,61.5436,control_jul
10,61.8439,control_jul
20,62.1443,control_jul
20,62.4445,control_jul
20,62.7449,control_jul
20,63.0452,control_jul
17,63.3454,control_jul
2,63.6458,control_jul
28,63.9461,control_jul
28,64.2464,control_jul
28,64.5467,control_jul
28,64.847,control_jul
3,65.1473,control_jul
3,65.4476,control_jul
21,65.748,control_jul
4,66.0482,control_jul
33,66.3486,control_jul
21,66.6489,control_jul
29,66.9492,control_jul
5,67.2495,control_jul
7,67.5498,control_jul
33,67.8501,control_jul
14,68.1504,control_jul
20,68.4508,control_jul
22,68.751,control_jul
29,69.0514,control_jul
11,69.3516,control_jul
3,69.652,control_jul
10,69.9522,control_jul
32,70.2526,control_jul
22,70.5529,control_jul
22,70.8532,control_jul
28,71.1535,control_jul
28,71.4539,control_jul
28,71.7542,control_jul
33,72.0545,control_jul
33,72.3548,control_jul
23,72.6551,control_jul
23,72.9554,control_jul
9,73.2557,control_jul
3,73.556,control_jul
5,73.8563,control_jul
28,74.1566,control_jul
29,74.457,control_jul
22,74.7572,control_jul
28,75.0576,control_jul
28,75.3579,control_jul
5,75.6582,control_jul
28,75.9585,control_jul
27,76.2589,control_jul
21,76.5591,control_jul
21,76.8595,control_jul
4,77.1598,control_jul
3,77.4601,control_jul
3,77.7604,control_jul
3,78.0607,control_jul
21,78.361,control_jul
3,78.6613,control_jul
27,78.9616,control_jul
27,79.262,control_jul
3,79.5623,control_jul
3,79.8626,control_jul
27,80.1629,control_jul
21,80.4632,control_jul
26,80.7635,control_jul
5,81.0638,control_jul
28,81.3641,control_jul
5,81.6645,control_jul
28,81.9648,control_jul
22,82.2651,control_jul
22,82.5654,control_jul
28,82.8657,control_jul
22,83.166,control_jul
22,83.4663,control_jul
2,83.7667,control_jul
28,84.067,control_jul
29,84.3673,control_jul
5,84.6676,control_jul
5,84.9679,control_jul
5,85.2682,control_jul
22,85.5686,control_jul
5,85.8688,control_jul
22,86.1691,control_jul
2,86.4694,control_jul
22,86.7697,control_jul
3,87.07,control_jul
27,87.3704,control_jul
27,87.6707,control_jul
27,87.971,control_jul
27,88.2713,control_jul
3,88.5717,control_jul
10,88.8719,control_jul
10,89.1723,control_jul
10,89.4726,control_jul
32,89.7729,control_jul
3,90.0732,control_jul
21,90.3735,control_jul
27,90.6738,control_jul
28,90.9741,control_jul
27,91.2744,control_jul
11,91.5748,control_jul
27,91.8751,control_jul
3,92.1754,control_jul
21,92.4757,control_jul
14,92.7761,control_jul
21,93.0764,control_jul
9,93.3767,control_jul
5,93.677,control_jul
5,93.9772,control_jul
31,94.2777,control_jul
22,94.5779,control_jul
20,94.8782,control_jul
31,95.1785,control_jul
2,95.4788,control_jul
22,95.7791,control_jul
22,96.0795,control_jul
28,96.3798,control_jul
5,96.6801,control_jul
5,96.9804,control_jul
22,97.2807,control_jul
5,97.5811,control_jul
2,97.8814,control_jul
31,98.1817,control_jul
22,98.482,control_jul
31,98.7823,control_jul
2,99.0826,control_jul
32,99.3829,control_jul
17,99.6832,control_jul
11,99.9836,control_jul
32,100.2839,control_jul
10,100.5841,control_jul
17,100.8845,control_jul
10,101.1848,control_jul
32,101.4851,control_jul
17,101.7855,control_jul
11,102.0858,control_jul
27,102.386,control_jul
10,102.6863,control_jul
3,102.9867,control_jul
31,103.287,control_jul
2,103.5873,control_jul
11,103.8876,control_jul
32,104.1879,control_jul
18,104.4883,control_jul
11,104.7885,control_jul
3,105.0889,control_jul
3,105.3892,control_jul
30,105.6895,control_jul
30,105.9899,control_jul
31,106.2901,control_jul
2,106.5905,control_jul
11,106.8908,control_jul
3,107.1911,control_jul
21,107.4914,control_jul
27,107.7918,control_jul
17,108.092,control_jul
2,108.3924,control_jul
31,108.6927,control_jul
22,108.993,control_jul
11,109.2933,control_jul
27,109.5936,control_jul
10,109.8939,control_jul
20,110.1942,control_jul
2,110.4945,control_jul
27,110.7948,control_jul
21,111.0952,control_jul
5,111.3955,control_jul
4,111.6958,control_jul
21,111.9961,control_jul
5,112.2964,control_jul
29,112.5967,control_jul
2,112.8971,control_jul
28,113.1974,control_jul
28,113.4977,control_jul
29,113.798,control_jul
5,114.0983,control_jul
22,114.3986,control_jul
33,114.699,control_jul
7,114.9992,control_jul
1,115.2995,control_jul
25,115.5999,control_jul
5,115.9003,control_jul
28,116.2005,control_jul
28,116.5009,control_jul
22,116.8011,control_jul
22,117.1015,control_jul
22,117.4017,control_jul
2,117.7021,control_jul
28,118.0024,control_jul
28,118.3027,control_jul
5,118.603,control_jul
5,118.9034,control_jul
2,119.2037,control_jul
5,119.504,control_jul
22,119.8043,control_jul
3,120.1046,control_jul
26,120.405,control_jul
21,120.7053,control_jul
33,121.0056,control_jul
3,121.3059,control_jul
27,121.6062,control_jul
9,121.9065,control_jul
24,122.2068,control_jul
24,122.5071,control_jul
25,122.8075,control_jul
3,123.1078,control_jul
21,123.4081,control_jul
21,123.7084,control_jul
21,124.0087,control_jul
33,124.309,control_jul
9,124.6094,control_jul
21,124.9097,control_jul
9,125.21,control_jul
27,125.5103,control_jul
27,125.8106,control_jul
3,126.111,control_jul
3,126.4112,control_jul
21,126.7116,control_jul
33,127.0119,control_jul
24,127.3122,control_jul
3,127.6125,control_jul
10,127.9129,control_jul
3,128.2131,control_jul
27,128.5135,control_jul
2,128.8138,control_jul
5,129.1141,control_jul
28,129.4144,control_jul
22,129.7148,control_jul
11,130.0151,control_jul
21,130.3154,control_jul
21,130.6157,control_jul
21,130.916,control_jul
11,131.2163,control_jul
32,131.5167,control_jul
31,131.817,control_jul
11,132.1173,control_jul
9,132.4176,control_jul
21,132.7179,control_jul
23,133.0182,control_jul
23,133.3186,control_jul
33,133.6189,control_jul
21,133.9192,control_jul
33,134.2195,control_jul
1,134.5199,control_jul
26,134.8202,control_jul
23,135.1205,control_jul
26,135.4208,control_jul
9,135.7211,control_jul
7,136.0213,control_jul
33,136.3218,control_jul
22,136.622,control_jul
28,136.9224,control_jul
33,137.2227,control_jul
1,137.523,control_jul
21,137.8233,control_jul
5,138.1236,control_jul
